mall,store,citizenship,age,gender,race
Hougang Mall,Harvey Norman,SG PR,36,Male,Indian
Hougang Mall,Harvey Norman,SG Citizen,31,Male,Chinese
Hougang Mall,Harvey Norman,SG Citizen,22,Female,Malay
Centrepoint,Harvey Norman,SG Citizen,31,Female,Chinese
Centrepoint,Harvey Norman,SG Citizen,18,Male,Chinese
Centrepoint,Harvey Norman,SG PR,22,Female,Chinese
Centrepoint,Harvey Norman,SG Citizen,32,Male,Chinese
Raffles City,Harvey Norman,SG PR,42,Male,Others
Raffles City,Harvey Norman,SG Citizen,41,Male,Chinese
Raffles City,Harvey Norman,SG Citizen,38,Male,Malay
Raffles City,Harvey Norman,SG Citizen,39,Male,Chinese
Raffles City,Harvey Norman,SG Citizen,27,Male,Chinese
Raffles City,Harvey Norman,SG Citizen,22,Female,Malay
Raffles City,Harvey Norman,SG Citizen,53,Male,Chinese
Raffles City,Harvey Norman,SG PR,39,Male,Chinese
Raffles City,Harvey Norman,SG Citizen,42,Female,Chinese
Raffles City,Harvey Norman,SG Citizen,29,Male,Malay
Jurong Point,Harvey Norman,SG Citizen,54,Female,Indian
Jurong Point,Harvey Norman,SG Citizen,26,Male,Chinese
Jurong Point,Harvey Norman,SG Citizen,46,Female,Chinese
Centrepoint,Harvey Norman,SG Citizen,24,Female,Chinese
Centrepoint,Harvey Norman,SG Citizen,35,Male,Chinese
Centrepoint,Harvey Norman,SG Citizen,24,Male,Indian
Centrepoint,Harvey Norman,SG Citizen,49,Female,Chinese
Centrepoint,Harvey Norman,SG Citizen,44,Male,Malay
Centrepoint,Harvey Norman,SG Citizen,48,Male,Chinese
Jurong Point,Harvey Norman,SG Citizen,20,Male,Chinese
Jurong Point,Harvey Norman,SG Citizen,31,Female,Chinese
Jurong Point,Harvey Norman,SG Citizen,47,Male,Chinese
Jurong Point,Harvey Norman,SG Citizen,42,Female,Chinese
Jurong Point,Harvey Norman,SG Citizen,36,Male,Chinese
Jurong Point,Harvey Norman,SG Citizen,37,Male,Chinese
Raffles City,Harvey Norman,SG Citizen,28,Male,Indian
Raffles City,Harvey Norman,SG Citizen,31,Male,Chinese
Raffles City,Harvey Norman,SG Citizen,47,Female,Chinese
Raffles City,Harvey Norman,SG Citizen,35,Male,Chinese
Raffles City,Harvey Norman,SG Citizen,55,Male,Chinese
Raffles City,Harvey Norman,SG Citizen,52,Female,Chinese
Raffles City,Harvey Norman,SG PR,35,Male,Chinese
Raffles City,Harvey Norman,SG Citizen,40,Male,Indian
Raffles City,Harvey Norman,SG Citizen,31,Male,Chinese
Hougang Mall,Harvey Norman,SG Citizen,51,Male,Chinese
Hougang Mall,Harvey Norman,SG Citizen,20,Male,Indian
Hougang Mall,Harvey Norman,SG PR,20,Female,Chinese
Hougang Mall,Harvey Norman,SG Citizen,27,Female,Chinese
Hougang Mall,Harvey Norman,SG PR,24,Female,Chinese
Hougang Mall,Harvey Norman,SG Citizen,48,Male,Chinese
Hougang Mall,Harvey Norman,SG PR,47,Male,Others
Hougang Mall,Harvey Norman,SG Citizen,33,Male,Chinese
Hougang Mall,Harvey Norman,SG Citizen,32,Male,Indian
Hougang Mall,Harvey Norman,SG Citizen,33,Female,Malay
Centrepoint,Harvey Norman,SG Citizen,39,Male,Chinese
Centrepoint,Harvey Norman,SG Citizen,26,Female,Chinese
Centrepoint,Harvey Norman,SG Citizen,22,Male,Chinese
Centrepoint,Harvey Norman,SG Citizen,43,Male,Chinese
Centrepoint,Harvey Norman,SG Citizen,26,Male,Indian
Centrepoint,Harvey Norman,SG Citizen,36,Male,Chinese
Centrepoint,Harvey Norman,SG Citizen,52,Female,Chinese
Centrepoint,Harvey Norman,SG Citizen,26,Male,Malay
Centrepoint,Harvey Norman,SG Citizen,35,Male,Chinese
Centrepoint,Harvey Norman,SG Citizen,33,Male,Indian
Jurong Point,Harvey Norman,SG Citizen,42,Male,Chinese
Jurong Point,Harvey Norman,SG Citizen,34,Male,Chinese
Jurong Point,Harvey Norman,SG Citizen,29,Female,Chinese
Jurong Point,Harvey Norman,SG Citizen,18,Male,Malay
Jurong Point,Harvey Norman,SG Citizen,18,Female,Chinese
Jurong Point,Harvey Norman,SG Citizen,33,Male,Indian
Jurong Point,Harvey Norman,SG Citizen,34,Male,Chinese
Jurong Point,Harvey Norman,SG Citizen,26,Male,Chinese
Jurong Point,Harvey Norman,SG Citizen,27,Male,Chinese
Jurong Point,Harvey Norman,SG Citizen,44,Female,Chinese
Jurong Point,Harvey Norman,SG Citizen,27,Female,Indian
Jurong Point,Harvey Norman,SG Citizen,22,Male,Chinese
Jurong Point,Harvey Norman,SG Citizen,23,Male,Chinese
Jurong Point,Harvey Norman,SG Citizen,29,Male,Chinese
Jurong Point,Harvey Norman,SG Citizen,23,Female,Chinese
Jurong Point,Harvey Norman,SG Citizen,47,Male,Chinese
Jurong Point,Harvey Norman,SG Citizen,21,Female,Chinese
Jurong Point,Harvey Norman,SG Citizen,21,Male,Chinese
Hougang Mall,Harvey Norman,SG Citizen,38,Male,Chinese
Hougang Mall,Harvey Norman,SG Citizen,36,Male,Chinese
Hougang Mall,Harvey Norman,SG Citizen,24,Male,Chinese
Hougang Mall,Harvey Norman,SG Citizen,41,Male,Chinese
Hougang Mall,Harvey Norman,Student Pass,21,Female,Others
Hougang Mall,Harvey Norman,SG Citizen,25,Female,Chinese
Hougang Mall,Harvey Norman,SG Citizen,55,Female,Chinese
Hougang Mall,Harvey Norman,SG Citizen,46,Male,Chinese
Raffles City,Harvey Norman,SG Citizen,53,Male,Chinese
Raffles City,Harvey Norman,SG Citizen,48,Female,Chinese
Raffles City,Harvey Norman,SG Citizen,20,Male,Chinese
Raffles City,Harvey Norman,SG Citizen,30,Male,Chinese
Raffles City,Harvey Norman,SG Citizen,30,Male,Chinese
Raffles City,Harvey Norman,SG Citizen,29,Male,Chinese
Raffles City,Harvey Norman,SG Citizen,45,Female,Chinese
Raffles City,Harvey Norman,SG Citizen,38,Male,Chinese
Centrepoint,Harvey Norman,SG Citizen,43,Female,Chinese
Centrepoint,Harvey Norman,SG Citizen,27,Male,Chinese
Centrepoint,Harvey Norman,SG Citizen,27,Male,Chinese
Centrepoint,Harvey Norman,SG Citizen,38,Male,Malay
Centrepoint,Harvey Norman,SG Citizen,37,Male,Chinese
Centrepoint,Harvey Norman,SG Citizen,53,Male,Chinese
Centrepoint,Harvey Norman,SG Citizen,28,Male,Chinese
Centrepoint,Harvey Norman,SG PR,35,Female,Chinese
Hougang Mall,Harvey Norman,SG Citizen,45,Female,Indian
Hougang Mall,Harvey Norman,SG Citizen,48,Male,Chinese
Hougang Mall,Harvey Norman,SG Citizen,29,Male,Malay
Hougang Mall,Harvey Norman,SG Citizen,57,Male,Chinese
Hougang Mall,Harvey Norman,SG Citizen,49,Male,Indian
Hougang Mall,Harvey Norman,SG Citizen,24,Female,Chinese
Hougang Mall,Harvey Norman,SG PR,33,Male,Chinese
Hougang Mall,Harvey Norman,SG PR,41,Female,Chinese
Raffles City,Harvey Norman,SG Citizen,38,Male,Malay
Raffles City,Harvey Norman,SG Citizen,45,Female,Malay
Raffles City,Harvey Norman,SG Citizen,34,Male,Chinese
Raffles City,Harvey Norman,SG Citizen,32,Male,Chinese
Raffles City,Harvey Norman,SG PR,23,Male,Chinese
Raffles City,Harvey Norman,SG Citizen,24,Male,Chinese
Raffles City,Harvey Norman,SG Citizen,19,Male,Chinese
Raffles City,Harvey Norman,SG Citizen,24,Female,Chinese
Raffles City,Harvey Norman,SG Citizen,31,Female,Chinese
Hougang Mall,Harvey Norman,SG Citizen,54,Male,Indian
Hougang Mall,Harvey Norman,SG Citizen,24,Male,Chinese
Jurong Point,Harvey Norman,SG Citizen,31,Male,Chinese
Jurong Point,Harvey Norman,SG Citizen,25,Female,Malay
Jurong Point,Harvey Norman,SG Citizen,42,Male,Chinese
Jurong Point,Harvey Norman,SG Citizen,34,Female,Chinese
Jurong Point,Harvey Norman,SG Citizen,37,Male,Chinese
Jurong Point,Harvey Norman,SG Citizen,23,Female,Chinese
Jurong Point,Harvey Norman,SG Citizen,54,Male,Malay
Jurong Point,Harvey Norman,SG Citizen,18,Male,Chinese
Centrepoint,Harvey Norman,SG Citizen,17,Male,Chinese
Centrepoint,Harvey Norman,SG Citizen,20,Male,Chinese
Centrepoint,Harvey Norman,SG Citizen,36,Male,Chinese
Centrepoint,Harvey Norman,SG Citizen,49,Male,Chinese
Centrepoint,Harvey Norman,SG Citizen,26,Female,Malay
Centrepoint,Harvey Norman,SG Citizen,33,Female,Indian
Centrepoint,Harvey Norman,SG Citizen,35,Male,Chinese
Centrepoint,Harvey Norman,SG Citizen,45,Male,Chinese
Centrepoint,Harvey Norman,SG Citizen,32,Male,Chinese
Centrepoint,Harvey Norman,SG Citizen,25,Female,Chinese
Centrepoint,Harvey Norman,SG Citizen,25,Female,Chinese
Raffles City,Harvey Norman,SG Citizen,25,Female,Chinese
Raffles City,Harvey Norman,SG PR,37,Female,Others
Raffles City,Harvey Norman,SG Citizen,47,Male,Chinese
Raffles City,Harvey Norman,SG Citizen,22,Male,Chinese
Raffles City,Harvey Norman,SG Citizen,34,Male,Chinese
Raffles City,Harvey Norman,SG Citizen,44,Male,Chinese
Raffles City,Harvey Norman,SG PR,26,Male,Others
Raffles City,Harvey Norman,SG Citizen,40,Female,Indian
Hougang Mall,Harvey Norman,SG Citizen,21,Male,Chinese
Hougang Mall,Harvey Norman,SG Citizen,22,Male,Chinese
Jurong Point,Harvey Norman,SG Citizen,19,Female,Malay
Jurong Point,Harvey Norman,SG Citizen,30,Male,Chinese
Jurong Point,Harvey Norman,SG Citizen,34,Male,Chinese
Jurong Point,Harvey Norman,SG Citizen,42,Female,Chinese
Jurong Point,Harvey Norman,SG Citizen,30,Male,Chinese
Jurong Point,Harvey Norman,SG Citizen,18,Female,Chinese
Jurong Point,Harvey Norman,Student Pass,19,Male,Chinese
Hougang Mall,Harvey Norman,SG Citizen,48,Female,Chinese
Centrepoint,Harvey Norman,SG Citizen,47,Male,Indian
Centrepoint,Bossini,SG Citizen,41,Male,Chinese
313Somerset,Bossini,SG Citizen,26,Male,Chinese
313Somerset,Bossini,SG Citizen,52,Male,Chinese
313Somerset,Bossini,SG Citizen,27,Male,Indian
313Somerset,Bossini,SG Citizen,35,Male,Indian
313Somerset,Bossini,SG Citizen,35,Male,Chinese
313Somerset,Bossini,SG Citizen,20,Male,Chinese
313Somerset,Bossini,SG Citizen,22,Female,Chinese
313Somerset,Bossini,SG Citizen,29,Female,Chinese
313Somerset,Bossini,SG Citizen,19,Male,Chinese
313Somerset,Bossini,SG Citizen,33,Female,Chinese
Centrepoint,Bossini,SG Citizen,28,Male,Chinese
Centrepoint,Bossini,SG Citizen,36,Male,Chinese
Centrepoint,Bossini,SG PR,24,Male,Others
Centrepoint,Bossini,SG Citizen,28,Male,Eurasian
Centrepoint,Bossini,SG Citizen,46,Male,Malay
Centrepoint,Bossini,SG Citizen,40,Female,Chinese
Centrepoint,Bossini,SG Citizen,31,Female,Malay
Centrepoint,Bossini,SG Citizen,22,Female,Chinese
Centrepoint,Bossini,SG Citizen,56,Female,Chinese
313Somerset,Bossini,SG Citizen,34,Female,Malay
313Somerset,Bossini,SG Citizen,27,Male,Chinese
313Somerset,Bossini,SG Citizen,27,Female,Indian
313Somerset,Bossini,SG PR,42,Male,Chinese
313Somerset,Bossini,SG PR,33,Male,Indian
313Somerset,Bossini,Student Pass,22,Female,Others
313Somerset,Bossini,SG Citizen,31,Female,Chinese
313Somerset,Bossini,SG Citizen,46,Male,Chinese
Centrepoint,Bossini,SG Citizen,27,Female,Chinese
Centrepoint,Bossini,SG Citizen,43,Male,Chinese
Centrepoint,Bossini,SG PR,40,Female,Chinese
Centrepoint,Bossini,SG Citizen,23,Female,Chinese
Centrepoint,Bossini,SG Citizen,39,Male,Chinese
Centrepoint,Bossini,SG Citizen,27,Male,Malay
Centrepoint,Bossini,SG Citizen,51,Female,Chinese
Centrepoint,Bossini,SG Citizen,59,Female,Chinese
Centrepoint,Bossini,SG Citizen,24,Male,Indian
Centrepoint,Bossini,SG Citizen,36,Male,Chinese
313Somerset,Bossini,SG PR,24,Female,Chinese
313Somerset,Bossini,SG Citizen,22,Male,Chinese
Jurong Point,Bossini,SG Citizen,19,Male,Chinese
Jurong Point,Bossini,SG Citizen,28,Male,Chinese
Jurong Point,Bossini,SG Citizen,35,Male,Chinese
Centrepoint,Bossini,SG Citizen,32,Male,Chinese
Jurong Point,Bossini,SG Citizen,18,Female,Chinese
Jurong Point,Bossini,SG Citizen,26,Male,Chinese
Jurong Point,Bossini,SG Citizen,45,Male,Chinese
Jurong Point,Bossini,SG Citizen,19,Female,Chinese
Jurong Point,Bossini,SG Citizen,22,Male,Chinese
Jurong Point,Bossini,SG Citizen,21,Female,Malay
Jurong Point,Bossini,SG Citizen,23,Male,Malay
313Somerset,Bossini,SG PR,48,Male,Indian
313Somerset,Bossini,SG Citizen,20,Male,Chinese
313Somerset,Bossini,SG Citizen,20,Male,Chinese
313Somerset,Bossini,SG Citizen,25,Female,Chinese
313Somerset,Bossini,SG Citizen,33,Female,Chinese
313Somerset,Bossini,SG PR,31,Female,Chinese
313Somerset,Bossini,SG Citizen,19,Male,Chinese
313Somerset,Bossini,SG Citizen,23,Male,Chinese
313Somerset,Bossini,SG Citizen,51,Male,Malay
313Somerset,Bossini,SG Citizen,28,Female,Chinese
Centrepoint,Bossini,SG Citizen,51,Female,Chinese
Centrepoint,Bossini,SG Citizen,27,Female,Chinese
Centrepoint,Bossini,SG Citizen,23,Female,Chinese
Centrepoint,Bossini,SG Citizen,25,Female,Chinese
Centrepoint,Bossini,SG PR,35,Female,Chinese
Centrepoint,Bossini,SG Citizen,45,Male,Indian
Centrepoint,Bossini,SG Citizen,34,Female,Chinese
Centrepoint,Bossini,SG Citizen,48,Female,Chinese
Centrepoint,Bossini,SG Citizen,28,Male,Indian
Centrepoint,Bossini,SG Citizen,26,Male,Chinese
Jurong Point,Bossini,SG Citizen,46,Female,Chinese
Jurong Point,Bossini,SG Citizen,37,Male,Chinese
Jurong Point,Bossini,SG Citizen,22,Male,Chinese
Jurong Point,Bossini,Student Pass,25,Male,Others
Jurong Point,Bossini,SG Citizen,41,Female,Chinese
Jurong Point,Bossini,SG Citizen,32,Female,Chinese
Jurong Point,Bossini,SG Citizen,32,Male,Chinese
Jurong Point,Bossini,SG Citizen,43,Male,Chinese
Jurong Point,Bossini,SG Citizen,20,Male,Chinese
Jurong Point,Bossini,SG Citizen,36,Male,Chinese
313Somerset,Bossini,SG Citizen,19,Female,Chinese
313Somerset,Bossini,SG Citizen,51,Male,Chinese
313Somerset,Bossini,SG Citizen,37,Male,Chinese
313Somerset,Bossini,SG Citizen,25,Male,Indian
313Somerset,Bossini,SG Citizen,48,Female,Chinese
313Somerset,Bossini,SG Citizen,19,Female,Chinese
313Somerset,Bossini,SG Citizen,32,Female,Indian
Jurong Point,Bossini,SG Citizen,20,Male,Chinese
Jurong Point,Bossini,SG PR,27,Female,Chinese
Jurong Point,Bossini,SG Citizen,34,Male,Malay
Jurong Point,Bossini,SG Citizen,29,Male,Chinese
Jurong Point,Bossini,SG Citizen,30,Female,Chinese
Jurong Point,Bossini,SG Citizen,44,Female,Chinese
Jurong Point,Bossini,SG Citizen,22,Male,Malay
Jurong Point,Bossini,SG Citizen,62,Female,Chinese
Centrepoint,Bossini,SG Citizen,31,Male,Chinese
Centrepoint,Bossini,SG Citizen,24,Male,Chinese
Centrepoint,Bossini,SG Citizen,28,Male,Chinese
Centrepoint,Bossini,SG Citizen,41,Male,Chinese
Centrepoint,Bossini,SG Citizen,21,Female,Chinese
Centrepoint,Bossini,SG Citizen,30,Male,Chinese
Centrepoint,Bossini,SG Citizen,24,Female,Chinese
Centrepoint,Bossini,SG Citizen,33,Male,Indian
Centrepoint,Bossini,SG Citizen,49,Female,Malay
313Somerset,Bossini,SG Citizen,47,Male,Chinese
313Somerset,Bossini,SG Citizen,25,Male,Chinese
313Somerset,Bossini,SG Citizen,22,Male,Indian
313Somerset,Bossini,SG Citizen,38,Female,Chinese
313Somerset,Bossini,SG Citizen,53,Male,Chinese
313Somerset,Bossini,SG Citizen,21,Female,Chinese
313Somerset,Bossini,SG Citizen,19,Female,Chinese
313Somerset,Bossini,SG Citizen,24,Female,Malay
313Somerset,Bossini,SG PR,38,Male,Chinese
Jurong Point,Bossini,SG Citizen,20,Male,Chinese
Jurong Point,Bossini,SG Citizen,27,Female,Malay
Jurong Point,Bossini,SG Citizen,46,Male,Chinese
Jurong Point,Bossini,SG Citizen,29,Female,Chinese
Jurong Point,Bossini,SG Citizen,39,Female,Chinese
Jurong Point,Bossini,SG Citizen,25,Male,Chinese
Jurong Point,Bossini,SG Citizen,26,Male,Chinese
Jurong Point,Bossini,SG Citizen,46,Male,Indian
Centrepoint,Bossini,SG Citizen,20,Male,Chinese
Centrepoint,Bossini,SG Citizen,29,Male,Chinese
Centrepoint,Bossini,SG Citizen,23,Male,Chinese
Centrepoint,Bossini,SG Citizen,30,Male,Chinese
Centrepoint,Bossini,SG Citizen,49,Female,Chinese
Centrepoint,Bossini,SG Citizen,28,Female,Chinese
Centrepoint,Bossini,SG Citizen,34,Female,Chinese
Centrepoint,Bossini,SG Citizen,39,Male,Indian
Centrepoint,Bossini,SG Citizen,23,Male,Chinese
Centrepoint,Bossini,SG Citizen,26,Female,Malay
313Somerset,Bossini,SG Citizen,27,Male,Chinese
313Somerset,Bossini,SG Citizen,35,Female,Chinese
313Somerset,Bossini,SG PR,30,Female,Others
313Somerset,Bossini,SG Citizen,41,Male,Chinese
Jurong Point,Bossini,SG Citizen,22,Male,Malay
Jurong Point,Bossini,SG PR,25,Female,Chinese
Jurong Point,Bossini,SG Citizen,55,Male,Malay
Jurong Point,Bossini,SG PR,29,Male,Chinese
Jurong Point,Bossini,SG Citizen,19,Female,Malay
Centrepoint,Bossini,SG PR,22,Male,Chinese
Centrepoint,Mothercare,SG Citizen,36,Female,Chinese
Centrepoint,Mothercare,SG Citizen,36,Female,Chinese
Centrepoint,Mothercare,SG Citizen,42,Female,Chinese
Centrepoint,Mothercare,SG Citizen,31,Female,Eurasian
Centrepoint,Mothercare,SG Citizen,38,Female,Chinese
Centrepoint,Mothercare,SG Citizen,29,Female,Chinese
Centrepoint,Mothercare,SG PR,41,Female,Chinese
Centrepoint,Mothercare,SG Citizen,32,Female,Chinese
Vivocity,Mothercare,SG Citizen,38,Female,Chinese
Vivocity,Mothercare,SG Citizen,37,Female,Chinese
Vivocity,Mothercare,SG Citizen,30,Female,Chinese
Vivocity,Mothercare,SG Citizen,31,Female,Chinese
Vivocity,Mothercare,SG PR,32,Female,Indian
Vivocity,Mothercare,SG PR,33,Female,Others
Centrepoint,Mothercare,SG Citizen,26,Female,Malay
Centrepoint,Mothercare,SG Citizen,32,Female,Chinese
Vivocity,Mothercare,SG Citizen,28,Female,Malay
Vivocity,Mothercare,SG Citizen,36,Female,Chinese
Centrepoint,Mothercare,SG Citizen,42,Female,Chinese
Centrepoint,Mothercare,SG Citizen,40,Female,Chinese
Centrepoint,Mothercare,SG Citizen,28,Female,Chinese
Vivocity,Mothercare,SG Citizen,31,Female,Chinese
Vivocity,Mothercare,SG Citizen,36,Male,Chinese
Centrepoint,Mothercare,SG Citizen,32,Female,Chinese
Centrepoint,Mothercare,SG Citizen,30,Female,Chinese
Centrepoint,Mothercare,SG Citizen,33,Female,Chinese
Vivocity,Mothercare,SG Citizen,32,Male,Malay
Vivocity,Mothercare,SG Citizen,29,Female,Chinese
Vivocity,Mothercare,SG Citizen,36,Female,Chinese
Vivocity,Mothercare,SG Citizen,19,Female,Chinese
Vivocity,Mothercare,SG PR,40,Male,Indian
Vivocity,Mothercare,SG Citizen,33,Female,Chinese
Vivocity,Mothercare,SG Citizen,23,Male,Malay
Centrepoint,Mothercare,SG Citizen,22,Female,Chinese
Centrepoint,Mothercare,SG Citizen,30,Female,Chinese
Centrepoint,Mothercare,SG Citizen,34,Female,Chinese
Centrepoint,Mothercare,SG Citizen,36,Female,Chinese
Vivocity,Mothercare,SG Citizen,29,Male,Chinese
Vivocity,Mothercare,SG PR,36,Female,Others
Vivocity,Mothercare,SG PR,38,Female,Others
Vivocity,Mothercare,SG Citizen,32,Female,Malay
Vivocity,Mothercare,SG PR,32,Female,Indian
Centrepoint,Mothercare,SG Citizen,27,Female,Chinese
Centrepoint,Mothercare,SG Citizen,31,Female,Indian
Centrepoint,Mothercare,SG Citizen,40,Female,Chinese
Centrepoint,Mothercare,SG Citizen,34,Female,Chinese
Centrepoint,Mothercare,SG Citizen,23,Female,Chinese
Centrepoint,Mothercare,SG Citizen,32,Female,Chinese
Centrepoint,Mothercare,SG Citizen,31,Female,Chinese
Centrepoint,Mothercare,SG Citizen,44,Female,Chinese
Centrepoint,Mothercare,SG Citizen,38,Female,Chinese
Centrepoint,Mothercare,SG Citizen,31,Female,Malay
Vivocity,Mothercare,SG PR,34,Female,Others
Vivocity,Mothercare,SG Citizen,32,Male,Malay
Vivocity,Mothercare,SG Citizen,26,Female,Eurasian
Vivocity,Mothercare,SG Citizen,39,Female,Chinese
Vivocity,Mothercare,SG Citizen,30,Female,Malay
Vivocity,Mothercare,SG PR,35,Female,Others
Vivocity,Mothercare,SG Citizen,34,Male,Malay
Vivocity,Mothercare,SG Citizen,42,Female,Chinese
Vivocity,Mothercare,SG Citizen,34,Female,Chinese
Vivocity,Mothercare,SG Citizen,30,Female,Chinese
Vivocity,Mothercare,SG Citizen,33,Female,Chinese
Vivocity,Mothercare,SG Citizen,37,Female,Chinese
Vivocity,Mothercare,SG Citizen,25,Female,Chinese
Vivocity,Mothercare,SG Citizen,28,Female,Chinese
Vivocity,Mothercare,SG Citizen,41,Female,Chinese
Vivocity,Mothercare,SG Citizen,30,Female,Chinese
Centrepoint,Mothercare,SG Citizen,36,Female,Chinese
Centrepoint,Mothercare,SG Citizen,26,Female,Chinese
Centrepoint,Mothercare,SG Citizen,29,Female,Chinese
Centrepoint,Mothercare,SG Citizen,32,Female,Chinese
Centrepoint,Mothercare,SG Citizen,37,Female,Indian
Centrepoint,Mothercare,SG Citizen,42,Female,Chinese
Centrepoint,Mothercare,SG Citizen,28,Female,Chinese
Centrepoint,Mothercare,SG Citizen,33,Female,Chinese
Vivocity,Mothercare,SG Citizen,36,Female,Chinese
Vivocity,Mothercare,SG Citizen,25,Female,Chinese
Vivocity,Mothercare,SG Citizen,32,Female,Chinese
Vivocity,Mothercare,SG Citizen,38,Female,Chinese
Vivocity,Mothercare,SG Citizen,26,Female,Malay
Vivocity,Mothercare,SG Citizen,40,Female,Chinese
Vivocity,Mothercare,SG Citizen,30,Female,Chinese
Vivocity,Mothercare,SG Citizen,37,Female,Chinese
Centrepoint,Mothercare,SG Citizen,33,Female,Chinese
Centrepoint,Mothercare,SG Citizen,29,Male,Chinese
Centrepoint,Mothercare,SG Citizen,25,Female,Chinese
Centrepoint,Mothercare,SG Citizen,39,Female,Chinese
Centrepoint,Mothercare,SG Citizen,35,Male,Chinese
Centrepoint,Mothercare,SG Citizen,35,Female,Chinese
Centrepoint,Mothercare,SG Citizen,28,Female,Chinese
Centrepoint,Mothercare,SG PR,30,Female,Indian
Vivocity,Mothercare,SG Citizen,34,Male,Chinese
Vivocity,Mothercare,SG Citizen,26,Female,Malay
Vivocity,Mothercare,SG Citizen,25,Male,Chinese
Vivocity,Mothercare,SG Citizen,35,Male,Malay
Vivocity,Mothercare,SG Citizen,28,Female,Chinese
Vivocity,Mothercare,SG Citizen,20,Female,Malay
Vivocity,Mothercare,SG Citizen,29,Female,Malay
Vivocity,Mothercare,SG Citizen,21,Female,Malay
Centrepoint,Mothercare,SG Citizen,37,Female,Chinese
Centrepoint,Mothercare,SG Citizen,30,Female,Chinese
Centrepoint,Mothercare,SG Citizen,36,Female,Chinese
Centrepoint,Mothercare,SG Citizen,31,Female,Chinese
Centrepoint,OSIM,SG Citizen,28,Male,Chinese
Centrepoint,OSIM,SG Citizen,46,Male,Chinese
Centrepoint,OSIM,SG Citizen,51,Male,Chinese
Centrepoint,OSIM,SG Citizen,56,Male,Chinese
Centrepoint,OSIM,SG Citizen,52,Male,Malay
Vivocity,OSIM,SG Citizen,38,Male,Chinese
Vivocity,OSIM,SG PR,45,Male,Chinese
Vivocity,OSIM,SG Citizen,40,Female,Chinese
Vivocity,OSIM,SG Citizen,46,Female,Malay
Hougang Mall,OSIM,SG Citizen,51,Male,Chinese
Hougang Mall,OSIM,SG Citizen,39,Female,Chinese
Hougang Mall,OSIM,SG Citizen,24,Female,Indian
Hougang Mall,OSIM,SG Citizen,48,Male,Chinese
Hougang Mall,OSIM,SG Citizen,43,Female,Chinese
Hougang Mall,OSIM,SG Citizen,37,Male,Chinese
Vivocity,OSIM,SG Citizen,42,Male,Indian
Jurong Point,OSIM,SG Citizen,44,Female,Chinese
Jurong Point,OSIM,SG Citizen,34,Male,Malay
Jurong Point,OSIM,SG Citizen,43,Male,Chinese
Jurong Point,OSIM,SG Citizen,23,Male,Chinese
Jurong Point,OSIM,SG Citizen,29,Female,Chinese
Centrepoint,OSIM,SG PR,34,Female,Chinese
Centrepoint,OSIM,SG Citizen,28,Female,Chinese
Vivocity,OSIM,SG PR,37,Male,Others
Vivocity,OSIM,SG Citizen,37,Male,Chinese
Raffles City,OSIM,SG Citizen,24,Female,Chinese
Raffles City,OSIM,SG Citizen,42,Male,Chinese
Raffles City,OSIM,SG Citizen,33,Female,Chinese
Raffles City,OSIM,SG Citizen,36,Male,Chinese
Raffles City,OSIM,SG Citizen,51,Female,Chinese
Jurong Point,OSIM,SG Citizen,38,Male,Chinese
Jurong Point,OSIM,SG Citizen,34,Male,Chinese
Hougang Mall,OSIM,SG Citizen,44,Female,Chinese
Hougang Mall,OSIM,SG Citizen,51,Male,Chinese
Hougang Mall,OSIM,SG Citizen,54,Male,Malay
Hougang Mall,OSIM,SG Citizen,44,Male,Chinese
Hougang Mall,OSIM,SG Citizen,57,Male,Chinese
Hougang Mall,OSIM,SG Citizen,34,Female,Chinese
Hougang Mall,OSIM,SG Citizen,25,Female,Indian
Hougang Mall,OSIM,SG Citizen,38,Male,Chinese
Centrepoint,OSIM,SG Citizen,31,Female,Chinese
Centrepoint,OSIM,SG PR,28,Male,Chinese
Centrepoint,OSIM,SG Citizen,38,Male,Chinese
Centrepoint,OSIM,SG Citizen,47,Female,Chinese
Vivocity,OSIM,SG Citizen,52,Male,Chinese
Centrepoint,OSIM,SG Citizen,48,Male,Chinese
